Summons_Number,Plate_ID,Registration_State,Plate_Type,Issue_Date,Violation_Code,Vehicle_Body_Type,Vehicle_Make,Vehicle_Color,Vehicle_Year,Violation_Description,Street_Name,Violation_County,Fine_Amount,Month,Month_Name,Quarter,Day_of_Week,Day_Num,Week_Num,Is_Weekend,Fine_Category,Vehicle_Age,Vehicle_Age_Group,Vehicle_Type_Group,Is_OutOfState,State_Group,Plate_Category,Street_Type,Street_Total_Revenue,Street_Ticket_Count,Ticket_Count_Per_Plate,Is_Repeat_Offender,Offender_Tier,Violation_Severity,Is_Avoidable,Data_Completeness_Score,Is_Complete_Record
2414666332,FSM9399,NY,PAS,,40,SUV,MERCEDES,BLACK,2011.0,Fire Hydrant,BEDFORD AVE,Bronx,115.0,,,,,,,0,High,3.0,0-5,OTHER,0,NY,Passenger,AVE,59825.0,695.0,1.0,0,1-2,Safety-Critical,0,29,1
3206731507,HRU6633,NY,COM,2013-08-14,14,SDN,BMW,GRAY,2000.0,No Standing - Day/Time Limits,HILLSIDE AVE,Queens,115.0,8.0,August,3.0,Wednesday,2.0,33,0,High,14.0,11-15,OTHER,0,NY,Other,AVE,58535.0,679.0,1.0,0,1-2,Standard,1,36,1
9659899550,HKK0170,NY,PAS,,40,DELV,HONDA,BLACK,2014.0,Fire Hydrant,LEXINGTON AVE,Manhattan,115.0,,,,,,,0,High,0.0,0-5,Commercial,0,NY,Passenger,AVE,59390.0,696.0,1.0,0,1-2,Safety-Critical,0,29,1
3409733535,XCC4952,NY,PAS,2014-03-24,46,SDN,HONDA,GRAY,2005.0,Double Parking,5TH AVE,Bronx,115.0,3.0,March,1.0,Monday,0.0,13,0,High,9.0,6-10,OTHER,0,NY,Passenger,AVE,58895.0,683.0,1.0,0,1-2,Safety-Critical,0,36,1
7851516382,WMJ6958,CT,PAS,2014-06-13,21,SUBN,TOYOTA,RED,2007.0,No Parking - Street Cleaning,LEXINGTON AVE,Staten Island,65.0,6.0,June,2.0,Friday,4.0,24,0,Medium,7.0,6-10,Passenger,1,Tri-State,Passenger,AVE,59390.0,696.0,1.0,0,1-2,Standard,1,36,1
6202757478,NBD4262,UNKNOWN,PAS,,21,VAN,TOYOTA,SILVER,2006.0,No Parking - Street Cleaning,HILLSIDE AVE,Manhattan,65.0,,,,,,,0,Medium,8.0,6-10,Commercial,1,Other,Passenger,AVE,58535.0,679.0,1.0,0,1-2,Standard,1,29,1
8925366753,KBT9006,NY,PAS,2014-05-17,37,SDN,TOYOTA,RED,2012.0,Expired Muni Meter,PARK AVE,Brooklyn,65.0,5.0,May,2.0,Saturday,5.0,20,1,Medium,2.0,0-5,OTHER,0,NY,Passenger,AVE,57350.0,660.0,1.0,0,1-2,Standard,1,36,1
8568114895,HEQ3505,FL,PAS,2014-06-17,40,SDN,HONDA,RED,2004.0,Fire Hydrant,5TH AVE,Brooklyn,115.0,6.0,June,2.0,Tuesday,1.0,25,0,High,10.0,6-10,OTHER,1,Other,Passenger,AVE,58895.0,683.0,1.0,0,1-2,Safety-Critical,0,36,1
2744377086,CYM3747,MA,PAS,2013-10-25,40,SDN,OTHER,BLUE,2002.0,Fire Hydrant,MADISON AVE,Brooklyn,115.0,10.0,October,4.0,Friday,4.0,43,0,High,12.0,11-15,OTHER,1,Other,Passenger,AVE,58890.0,676.0,1.0,0,1-2,Safety-Critical,0,36,1
4723546916,FAY9854,NY,PAS,2014-01-30,71,MC,FORD,BLACK,1998.0,Inspection Sticker Expired,RICHMOND AVE,Manhattan,65.0,1.0,January,1.0,Thursday,3.0,5,0,Medium,16.0,16+,OTHER,0,NY,Passenger,AVE,58315.0,661.0,1.0,0,1-2,Standard,1,36,1
8240579347,QBV4536,NY,PAS,,21,VAN,FORD,WHITE,2007.0,No Parking - Street Cleaning,LEXINGTON AVE,Queens,65.0,,,,,,,0,Medium,7.0,6-10,Commercial,0,NY,Passenger,AVE,59390.0,696.0,1.0,0,1-2,Standard,1,29,1
1641702743,GCM7041,CT,PAS,,14,SUV,TOYOTA,GRAY,1999.0,No Standing - Day/Time Limits,GRAND CONCOURSE,Staten Island,115.0,,,,,,,0,High,15.0,11-15,OTHER,1,Tri-State,Passenger,CONCOURSE,61160.0,714.0,1.0,0,1-2,Standard,1,29,1
3126187333,FJC4609,NY,APP,2013-09-17,21,SUV,MERCEDES,RED,2009.0,No Parking - Street Cleaning,NOSTRAND AVE,Brooklyn,65.0,9.0,September,3.0,Tuesday,1.0,38,0,Medium,5.0,0-5,OTHER,0,NY,Other,AVE,60875.0,705.0,1.0,0,1-2,Standard,1,36,1
7044742221,NZX7747,VA,COM,,14,SUBN,FORD,RED,2000.0,No Standing - Day/Time Limits,BROADWAY,Manhattan,115.0,,,,,,,0,High,14.0,11-15,Passenger,1,Other,Other,BROADWAY,59700.0,710.0,1.0,0,1-2,Standard,1,29,1
1051847199,VPL1200,NY,OMT,,38,SUV,HYUNDAI,SILVER,2007.0,Failure to Display Muni Meter Receipt,LEXINGTON AVE,Queens,65.0,,,,,,,0,Medium,7.0,6-10,OTHER,0,NY,Other,AVE,59390.0,696.0,1.0,0,1-2,Standard,0,29,1
2754016563,DTD3501,NY,PAS,,21,,AUDI,WHITE,2000.0,No Parking - Street Cleaning,HILLSIDE AVE,Brooklyn,65.0,,,,,,,0,Medium,14.0,11-15,OTHER,0,NY,Passenger,AVE,58535.0,679.0,1.0,0,1-2,Standard,1,28,1
8777584776,TRC2475,NY,PAS,,74,sdn,MERCEDES,BLACK,2001.0,Missing Required Equipment,RICHMOND AVE,Bronx,65.0,,,,,,,0,Medium,13.0,11-15,OTHER,0,NY,Passenger,AVE,58315.0,661.0,1.0,0,1-2,Standard,0,29,1
4609303514,BPZ8195,NJ,PAS,2014-02-15,19,VAN,FORD,GRAY,2012.0,No Standing - Bus Stop,FORDHAM RD,,115.0,2.0,February,1.0,Saturday,5.0,7,1,High,2.0,0-5,Commercial,1,Tri-State,Passenger,RD,61945.0,723.0,1.0,0,1-2,Standard,1,35,1
2817016800,YCB9201,CT,COM,,21,PICK,BMW,WHITE,2002.0,No Parking - Street Cleaning,FORDHAM RD,Manhattan,65.0,,,,,,,0,Medium,12.0,11-15,Commercial,1,Tri-State,Other,RD,61945.0,723.0,1.0,0,1-2,Standard,1,29,1
2922620445,VJC2651,UNKNOWN,PAS,,36,SDN,HONDA,WHITE,2003.0,Exceeding Parking Time Limit,RICHMOND AVE,Manhattan,65.0,,,,,,,0,Medium,11.0,11-15,OTHER,1,Other,Passenger,AVE,58315.0,661.0,1.0,0,1-2,Standard,0,29,1
6567706517,FLF0669,UNKNOWN,PAS,2013-10-14,40,SDN,DODGE,RED,2012.0,Fire Hydrant,PARK AVE,Queens,115.0,10.0,October,4.0,Monday,0.0,42,0,High,2.0,0-5,OTHER,1,Other,Passenger,AVE,57350.0,660.0,1.0,0,1-2,Safety-Critical,0,36,1
9252803590,FCR0989,UNKNOWN,OMS,2014-05-31,21,SDN,AUDI,WHITE,,No Parking - Street Cleaning,FLATBUSH AVE,Manhattan,65.0,5.0,May,2.0,Saturday,5.0,22,1,Medium,,,OTHER,1,Other,Other,AVE,58250.0,690.0,1.0,0,1-2,Standard,1,33,1
1068871675,QPA3499,CT,PAS,,21,SUV,BMW,BROWN,2013.0,No Parking - Street Cleaning,FULTON ST,Queens,65.0,,,,,,,0,Medium,1.0,0-5,OTHER,1,Tri-State,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,1,29,1
6139960587,NKW6435,PA,COM,2014-04-24,14,SDN,VOLVO,SILVER,2009.0,No Standing - Day/Time Limits,LEXINGTON AVE,Manhattan,115.0,4.0,April,2.0,Thursday,3.0,17,0,High,5.0,0-5,OTHER,1,Other,Other,AVE,59390.0,696.0,1.0,0,1-2,Standard,1,36,1
5565068460,BEC0726,PA,PAS,,46,SDN,MERCEDES,GRAY,2004.0,Double Parking,FLATBUSH AVE,Brooklyn,115.0,,,,,,,0,High,10.0,6-10,OTHER,1,Other,Passenger,AVE,58250.0,690.0,1.0,0,1-2,Safety-Critical,0,29,1
7459492862,KFC5244,NY,PAS,2014-06-16,14,SUV,FORD,BLACK,2002.0,No Standing - Day/Time Limits,5TH AVE,Brooklyn,115.0,6.0,June,2.0,Monday,0.0,25,0,High,12.0,11-15,OTHER,0,NY,Passenger,AVE,58895.0,683.0,1.0,0,1-2,Standard,1,36,1
1116707771,PHR5983,NJ,PAS,,71,SDN,TOYOTA,WHITE,2010.0,Inspection Sticker Expired,GRAND CONCOURSE,Bronx,65.0,,,,,,,0,Medium,4.0,0-5,OTHER,1,Tri-State,Passenger,CONCOURSE,61160.0,714.0,1.0,0,1-2,Standard,1,29,1
1018760548,HGJ1174,NY,COM,,37,,MERCEDES,YELLOW,2007.0,Expired Muni Meter,RICHMOND AVE,Bronx,65.0,,,,,,,0,Medium,7.0,6-10,OTHER,0,NY,Other,AVE,58315.0,661.0,1.0,0,1-2,Standard,1,28,1
2895021517,QVV6277,NJ,COM,,14,SUBN,OTHER,RED,,No Standing - Day/Time Limits,BROADWAY,Manhattan,115.0,,,,,,,0,High,,,Passenger,1,Tri-State,Other,BROADWAY,59700.0,710.0,1.0,0,1-2,Standard,1,26,1
5682227896,RQY4047,NY,PAS,2014-06-18,37,SUBN,VOLKSWAGEN,BLACK,2001.0,Expired Muni Meter,LEXINGTON AVE,Brooklyn,65.0,6.0,June,2.0,Wednesday,2.0,25,0,Medium,13.0,11-15,Passenger,0,NY,Passenger,AVE,59390.0,696.0,1.0,0,1-2,Standard,1,36,1
5698219254,ZBU2902,NJ,COM,2014-06-27,98,DELV,MERCEDES,WHITE,2012.0,Blocking Intersection,AMSTERDAM AVE,Manhattan,115.0,6.0,June,2.0,Friday,4.0,26,0,High,2.0,0-5,Commercial,1,Tri-State,Other,AVE,58295.0,663.0,1.0,0,1-2,Standard,0,36,1
2817830936,RMX1313,NJ,PAS,2014-03-26,21,SUV,CHEVROLET,BLACK,2000.0,No Parking - Street Cleaning,BEDFORD AVE,Brooklyn,65.0,3.0,March,1.0,Wednesday,2.0,13,0,Medium,14.0,11-15,OTHER,1,Tri-State,Passenger,AVE,59825.0,695.0,1.0,0,1-2,Standard,1,36,1
5560561097,JML3282,NY,PAS,,40,sdn,NISSAN,WHITE,2012.0,Fire Hydrant,LEXINGTON AVE,Brooklyn,115.0,,,,,,,0,High,2.0,0-5,OTHER,0,NY,Passenger,AVE,59390.0,696.0,1.0,0,1-2,Safety-Critical,0,29,1
1553829805,CFG5699,NY,SRF,,20,SUV,AUDI,BLUE,,No Parking - Day/Time Limits,NOSTRAND AVE,Bronx,65.0,,,,,,,0,Medium,,,OTHER,0,NY,Other,AVE,60875.0,705.0,1.0,0,1-2,Standard,1,26,1
6393018908,QGJ1764,NY,PAS,2013-09-13,20,VAN,CHEVROLET,RED,1999.0,No Parking - Day/Time Limits,COLUMBUS AVE,Bronx,65.0,9.0,September,3.0,Friday,4.0,37,0,Medium,15.0,11-15,Commercial,0,NY,Passenger,AVE,54800.0,650.0,1.0,0,1-2,Standard,1,36,1
1322351541,RGM8064,CT,OMT,,46,SDN,BMW,GRAY,2012.0,Double Parking,LEXINGTON AVE,Brooklyn,115.0,,,,,,,0,High,2.0,0-5,OTHER,1,Tri-State,Other,AVE,59390.0,696.0,1.0,0,1-2,Safety-Critical,0,29,1
6696832837,BXT6878,NJ,PAS,2014-04-16,40,SDN,HYUNDAI,BROWN,2013.0,Fire Hydrant,BEDFORD AVE,Brooklyn,115.0,4.0,April,2.0,Wednesday,2.0,16,0,High,1.0,0-5,OTHER,1,Tri-State,Passenger,AVE,59825.0,695.0,1.0,0,1-2,Safety-Critical,0,36,1
2139662215,NVK9048,NY,SRF,2013-09-19,38,SDN,OTHER,WHITE,,Failure to Display Muni Meter Receipt,MADISON AVE,Bronx,65.0,9.0,September,3.0,Thursday,3.0,38,0,Medium,,,OTHER,0,NY,Other,AVE,58890.0,676.0,1.0,0,1-2,Standard,0,33,1
8342913134,EGT9769,NJ,PAS,,38,COMO,JEEP,GRAY,2007.0,Failure to Display Muni Meter Receipt,NOSTRAND AVE,Bronx,65.0,,,,,,,0,Medium,7.0,6-10,OTHER,1,Tri-State,Passenger,AVE,60875.0,705.0,1.0,0,1-2,Standard,0,29,1
9455197901,YLV0840,NY,PAS,,46,bus,TOYOTA,RED,1999.0,Double Parking,ATLANTIC AVE,Manhattan,115.0,,,,,,,0,High,15.0,11-15,OTHER,0,NY,Passenger,AVE,56870.0,658.0,1.0,0,1-2,Safety-Critical,0,29,1
2569238734,RAT0950,NY,PAS,,21,SUBN,TOYOTA,,2013.0,No Parking - Street Cleaning,FULTON ST,Brooklyn,65.0,,,,,,,0,Medium,1.0,0-5,Passenger,0,NY,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,1,28,1
8780979609,BWV9051,NY,PAS,2014-03-30,20,SDN,VOLKSWAGEN,BLACK,,No Parking - Day/Time Limits,LEXINGTON AVE,Brooklyn,65.0,3.0,March,1.0,Sunday,6.0,13,1,Medium,,,OTHER,0,NY,Passenger,AVE,59390.0,696.0,1.0,0,1-2,Standard,1,33,1
5528674657,SZF2386,NY,PAS,2013-08-30,14,VAN,LEXUS,SILVER,2005.0,No Standing - Day/Time Limits,FORDHAM RD,Manhattan,115.0,8.0,August,3.0,Friday,4.0,35,0,High,9.0,6-10,Commercial,0,NY,Passenger,RD,61945.0,723.0,1.0,0,1-2,Standard,1,36,1
8398862537,APR1235,NJ,pas,,20,SUBN,CHEVROLET,BLACK,,No Parking - Day/Time Limits,COLUMBUS AVE,Manhattan,65.0,,,,,,,0,Medium,,,Passenger,1,Tri-State,Other,AVE,54800.0,650.0,1.0,0,1-2,Standard,1,26,1
7003761377,MQW0787,NC,PAS,,19,VAN,MERCEDES,GRAY,2001.0,No Standing - Bus Stop,FLATBUSH AVE,Manhattan,115.0,,,,,,,0,High,13.0,11-15,Commercial,1,Other,Passenger,AVE,58250.0,690.0,1.0,0,1-2,Standard,1,29,1
9318189486,NZJ2531,NY,OMT,2013-09-13,20,DELV,DODGE,SILVER,2005.0,No Parking - Day/Time Limits,FORDHAM RD,Queens,65.0,9.0,September,3.0,Friday,4.0,37,0,Medium,9.0,6-10,Commercial,0,NY,Other,RD,61945.0,723.0,1.0,0,1-2,Standard,1,36,1
6217560973,UDU0582,MA,COM,2013-07-16,21,SUV,DODGE,BLACK,1998.0,No Parking - Street Cleaning,COLUMBUS AVE,Manhattan,65.0,7.0,July,3.0,Tuesday,1.0,29,0,Medium,16.0,16+,OTHER,1,Other,Other,AVE,54800.0,650.0,1.0,0,1-2,Standard,1,36,1
6712726232,YTM0518,NJ,COM,,14,PICK,JEEP,WHITE,2013.0,No Standing - Day/Time Limits,AMSTERDAM AVE,Manhattan,115.0,,,,,,,0,High,1.0,0-5,Commercial,1,Tri-State,Other,AVE,58295.0,663.0,1.0,0,1-2,Standard,1,29,1
4801796428,JNP4956,NY,PAS,2014-01-28,71,PICK,HONDA,WHITE,2002.0,Inspection Sticker Expired,NOSTRAND AVE,Manhattan,65.0,1.0,January,1.0,Tuesday,1.0,5,0,Medium,12.0,11-15,Commercial,0,NY,Passenger,AVE,60875.0,705.0,1.0,0,1-2,Standard,1,36,1
3378247866,JPX1644,NY,PAS,2014-01-27,71,SUBN,OTHER,SILVER,2013.0,Inspection Sticker Expired,NOSTRAND AVE,Bronx,65.0,1.0,January,1.0,Monday,0.0,5,0,Medium,1.0,0-5,Passenger,0,NY,Passenger,AVE,60875.0,705.0,1.0,0,1-2,Standard,1,36,1
7903185896,FWS2034,NJ,PAS,,20,VAN,TOYOTA,WHITE,2001.0,No Parking - Day/Time Limits,FORDHAM RD,Bronx,65.0,,,,,,,0,Medium,13.0,11-15,Commercial,1,Tri-State,Passenger,RD,61945.0,723.0,1.0,0,1-2,Standard,1,29,1
7270678317,NPS9306,NJ,PAS,,40,SUV,OTHER,BROWN,2005.0,Fire Hydrant,PARK AVE,Brooklyn,115.0,,,,,,,0,High,9.0,6-10,OTHER,1,Tri-State,Passenger,AVE,57350.0,660.0,1.0,0,1-2,Safety-Critical,0,29,1
5324669454,BRR4300,NY,PAS,2014-05-23,20,SUBN,HONDA,GREEN,2006.0,No Parking - Day/Time Limits,GRAND CONCOURSE,Brooklyn,65.0,5.0,May,2.0,Friday,4.0,21,0,Medium,8.0,6-10,Passenger,0,NY,Passenger,CONCOURSE,61160.0,714.0,1.0,0,1-2,Standard,1,36,1
8244170064,BKZ5099,NY,PAS,2013-11-18,46,SUBN,NISSAN,BLACK,2004.0,Double Parking,,Staten Island,115.0,11.0,November,4.0,Monday,0.0,47,0,High,10.0,6-10,Passenger,0,NY,Passenger,,,,1.0,0,1-2,Safety-Critical,0,32,1
4139778173,AEN8800,TX,PAS,2013-09-16,36,SUV,NISSAN,GREEN,2010.0,Exceeding Parking Time Limit,AMSTERDAM AVE,Manhattan,65.0,9.0,September,3.0,Monday,0.0,38,0,Medium,4.0,0-5,OTHER,1,Other,Passenger,AVE,58295.0,663.0,1.0,0,1-2,Standard,0,36,1
7623101061,HZZ9141,UNKNOWN,PAS,,38,SUV,AUDI,SILVER,2000.0,Failure to Display Muni Meter Receipt,ATLANTIC AVE,Manhattan,65.0,,,,,,,0,Medium,14.0,11-15,OTHER,1,Other,Passenger,AVE,56870.0,658.0,1.0,0,1-2,Standard,0,29,1
3759039920,UEW6479,PA,COM,,38,,MERCEDES,WHITE,2005.0,Failure to Display Muni Meter Receipt,FULTON ST,Manhattan,65.0,,,,,,,0,Medium,9.0,6-10,OTHER,1,Other,Other,ST,58275.0,675.0,1.0,0,1-2,Standard,0,28,1
3420909639,JNJ6814,NY,OMS,,20,TAXI,TOYOTA,SILVER,2007.0,No Parking - Day/Time Limits,,Manhattan,65.0,,,,,,,0,Medium,7.0,6-10,OTHER,0,NY,Other,,,,1.0,0,1-2,Standard,1,25,1
1704127274,AYP2306,NY,OMT,,14,SDN,HYUNDAI,RED,1999.0,No Standing - Day/Time Limits,FORDHAM RD,Brooklyn,115.0,,,,,,,0,High,15.0,11-15,OTHER,0,NY,Other,RD,61945.0,723.0,1.0,0,1-2,Standard,1,29,1
7886851189,PKN5412,NY,COM,2013-07-14,71,SUV,CHEVROLET,WHITE,1998.0,Inspection Sticker Expired,GRAND CONCOURSE,Bronx,65.0,7.0,July,3.0,Sunday,6.0,28,1,Medium,16.0,16+,OTHER,0,NY,Other,CONCOURSE,61160.0,714.0,1.0,0,1-2,Standard,1,36,1
7152483300,ASS9213,NY,PAS,,20,DELV,FORD,BLACK,2013.0,No Parking - Day/Time Limits,FORDHAM RD,Queens,65.0,,,,,,,0,Medium,1.0,0-5,Commercial,0,NY,Passenger,RD,61945.0,723.0,1.0,0,1-2,Standard,1,29,1
2038933287,NRB7196,NY,PAS,,36,SDN,OTHER,WHITE,2006.0,Exceeding Parking Time Limit,ATLANTIC AVE,Brooklyn,65.0,,,,,,,0,Medium,8.0,6-10,OTHER,0,NY,Passenger,AVE,56870.0,658.0,1.0,0,1-2,Standard,0,29,1
4510619162,XEC1699,NY,PAS,2013-11-14,20,MC,MERCEDES,BLACK,2006.0,No Parking - Day/Time Limits,JAMAICA AVE,Bronx,65.0,11.0,November,4.0,Thursday,3.0,46,0,Medium,8.0,6-10,OTHER,0,NY,Passenger,AVE,59330.0,692.0,1.0,0,1-2,Standard,1,36,1
3057538382,NFL5095,NJ,PAS,,21,VAN,HYUNDAI,BLACK,2002.0,No Parking - Street Cleaning,MADISON AVE,Manhattan,65.0,,,,,,,0,Medium,12.0,11-15,Commercial,1,Tri-State,Passenger,AVE,58890.0,676.0,1.0,0,1-2,Standard,1,29,1
1572353457,ASD6381,NY,PAS,2014-04-17,38,PICK,BMW,,2000.0,Failure to Display Muni Meter Receipt,MADISON AVE,Manhattan,65.0,4.0,April,2.0,Thursday,3.0,16,0,Medium,14.0,11-15,Commercial,0,NY,Passenger,AVE,58890.0,676.0,1.0,0,1-2,Standard,0,35,1
8991263318,WGS3335,NJ,,,21,DELV,AUDI,,2001.0,No Parking - Street Cleaning,BROADWAY,Queens,65.0,,,,,,,0,Medium,13.0,11-15,Commercial,1,Tri-State,Other,BROADWAY,59700.0,710.0,1.0,0,1-2,Standard,1,27,1
6536624391,JAJ8536,PA,PAS,2013-10-27,40,VAN,AUDI,WHITE,1999.0,Fire Hydrant,COLUMBUS AVE,Queens,115.0,10.0,October,4.0,Sunday,6.0,43,1,High,15.0,11-15,Commercial,1,Other,Passenger,AVE,54800.0,650.0,1.0,0,1-2,Safety-Critical,0,36,1
1171447059,FXU6139,PA,OMT,,14,SDN,NISSAN,BLACK,2013.0,No Standing - Day/Time Limits,AMSTERDAM AVE,Manhattan,115.0,,,,,,,0,High,1.0,0-5,OTHER,1,Other,Other,AVE,58295.0,663.0,1.0,0,1-2,Standard,1,29,1
4958067417,UQV7692,NY,PAS,2013-10-27,37,SUV,OTHER,BLUE,2011.0,Expired Muni Meter,FLATBUSH AVE,Brooklyn,65.0,10.0,October,4.0,Sunday,6.0,43,1,Medium,3.0,0-5,OTHER,0,NY,Passenger,AVE,58250.0,690.0,1.0,0,1-2,Standard,1,36,1
2383666742,DRW1732,NJ,pas,2013-10-27,20,SDN,CHEVROLET,GRAY,2014.0,No Parking - Day/Time Limits,HILLSIDE AVE,Queens,65.0,10.0,October,4.0,Sunday,6.0,43,1,Medium,0.0,0-5,OTHER,1,Tri-State,Other,AVE,58535.0,679.0,1.0,0,1-2,Standard,1,36,1
4277431863,AAX4438,NJ,,2014-06-17,21,PICK,HYUNDAI,GRAY,2000.0,No Parking - Street Cleaning,AMSTERDAM AVE,Queens,65.0,6.0,June,2.0,Tuesday,1.0,25,0,Medium,14.0,11-15,Commercial,1,Tri-State,Other,AVE,58295.0,663.0,1.0,0,1-2,Standard,1,35,1
8797414992,VBG3926,NY,PAS,2013-07-14,46,VAN,JEEP,GRAY,1998.0,Double Parking,ATLANTIC AVE,Queens,115.0,7.0,July,3.0,Sunday,6.0,28,1,High,16.0,16+,Commercial,0,NY,Passenger,AVE,56870.0,658.0,1.0,0,1-2,Safety-Critical,0,36,1
7271465435,NLG5889,NY,APP,2013-12-31,14,SDN,CHEVROLET,BLUE,1998.0,No Standing - Day/Time Limits,FLATBUSH AVE,Brooklyn,115.0,12.0,December,4.0,Tuesday,1.0,1,0,High,16.0,16+,OTHER,0,NY,Other,AVE,58250.0,690.0,1.0,0,1-2,Standard,1,36,1
6097403182,XSC8302,NY,PAS,,19,SUV,CHEVROLET,GRAY,2004.0,No Standing - Bus Stop,ATLANTIC AVE,Manhattan,115.0,,,,,,,0,High,10.0,6-10,OTHER,0,NY,Passenger,AVE,56870.0,658.0,1.0,0,1-2,Standard,1,29,1
6005088174,GEW5832,NY,OMT,2014-06-18,20,SDN,VOLVO,WHITE,2006.0,No Parking - Day/Time Limits,FLATBUSH AVE,Brooklyn,65.0,6.0,June,2.0,Wednesday,2.0,25,0,Medium,8.0,6-10,OTHER,0,NY,Other,AVE,58250.0,690.0,1.0,0,1-2,Standard,1,36,1
1684848224,NSQ7137,CT,SRF,,38,VAN,OTHER,BLACK,2010.0,Failure to Display Muni Meter Receipt,NOSTRAND AVE,Manhattan,65.0,,,,,,,0,Medium,4.0,0-5,Commercial,1,Tri-State,Other,AVE,60875.0,705.0,1.0,0,1-2,Standard,0,29,1
9020706213,ZRQ4202,FL,PAS,,40,SUV,FORD,WHITE,2014.0,Fire Hydrant,PARK AVE,Bronx,115.0,,,,,,,0,High,0.0,0-5,OTHER,1,Other,Passenger,AVE,57350.0,660.0,1.0,0,1-2,Safety-Critical,0,29,1
3799054080,HZV2306,UNKNOWN,PAS,2014-03-15,37,SDN,BMW,GRAY,2009.0,Expired Muni Meter,RICHMOND AVE,Brooklyn,65.0,3.0,March,1.0,Saturday,5.0,11,1,Medium,5.0,0-5,OTHER,1,Other,Passenger,AVE,58315.0,661.0,1.0,0,1-2,Standard,1,36,1
1200721431,LKZ8050,NY,COM,,37,SUV,TOYOTA,WHITE,2014.0,Expired Muni Meter,ATLANTIC AVE,Brooklyn,65.0,,,,,,,0,Medium,0.0,0-5,OTHER,0,NY,Other,AVE,56870.0,658.0,1.0,0,1-2,Standard,1,29,1
1783234071,YRE0718,MD,APP,2014-02-26,19,SDN,DODGE,BLACK,2011.0,No Standing - Bus Stop,FULTON ST,Queens,115.0,2.0,February,1.0,Wednesday,2.0,9,0,High,3.0,0-5,OTHER,1,Other,Other,ST,58275.0,675.0,1.0,0,1-2,Standard,1,36,1
3470601122,PJZ0417,NJ,PAS,2014-06-30,21,SDN,OTHER,,2007.0,No Parking - Street Cleaning,,Brooklyn,65.0,6.0,June,2.0,Monday,0.0,27,0,Medium,7.0,6-10,OTHER,1,Tri-State,Passenger,,,,1.0,0,1-2,Standard,1,31,1
5258783535,PPL3934,NY,PAS,2014-05-29,20,SDN,HONDA,BLACK,2009.0,No Parking - Day/Time Limits,FULTON ST,Brooklyn,65.0,5.0,May,2.0,Thursday,3.0,22,0,Medium,5.0,0-5,OTHER,0,NY,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,1,36,1
5575251119,CPT9553,FL,COM,,38,TAXI,LEXUS,RED,,Failure to Display Muni Meter Receipt,5TH AVE,Bronx,65.0,,,,,,,0,Medium,,,OTHER,1,Other,Other,AVE,58895.0,683.0,1.0,0,1-2,Standard,0,26,1
3649339160,SQX7977,NY,PAS,,21,SUV,FORD,GRAY,2013.0,No Parking - Street Cleaning,FLATBUSH AVE,Bronx,65.0,,,,,,,0,Medium,1.0,0-5,OTHER,0,NY,Passenger,AVE,58250.0,690.0,1.0,0,1-2,Standard,1,29,1
4428999893,XDY5611,NY,OMT,2014-01-15,14,SUBN,NISSAN,GRAY,2013.0,No Standing - Day/Time Limits,JAMAICA AVE,Queens,115.0,1.0,January,1.0,Wednesday,2.0,3,0,High,1.0,0-5,Passenger,0,NY,Other,AVE,59330.0,692.0,1.0,0,1-2,Standard,1,36,1
7512311568,KRU3421,CT,PAS,,98,SUV,LEXUS,ORANGE,2012.0,Blocking Intersection,5TH AVE,Manhattan,115.0,,,,,,,0,High,2.0,0-5,OTHER,1,Tri-State,Passenger,AVE,58895.0,683.0,1.0,0,1-2,Standard,0,29,1
2259864579,PGM8763,FL,PAS,2014-02-28,14,SUBN,JEEP,BLUE,2012.0,No Standing - Day/Time Limits,FULTON ST,Queens,115.0,2.0,February,1.0,Friday,4.0,9,0,High,2.0,0-5,Passenger,1,Other,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,1,36,1
6570239455,BXT0333,NY,PAS,,36,SDN,JEEP,ORANGE,2008.0,Exceeding Parking Time Limit,AMSTERDAM AVE,Queens,65.0,,,,,,,0,Medium,6.0,6-10,OTHER,0,NY,Passenger,AVE,58295.0,663.0,1.0,0,1-2,Standard,0,29,1
3834003721,AUH9234,CT,PAS,2013-09-22,21,SDN,TOYOTA,BLACK,2000.0,No Parking - Street Cleaning,AMSTERDAM AVE,,65.0,9.0,September,3.0,Sunday,6.0,38,1,Medium,14.0,11-15,OTHER,1,Tri-State,Passenger,AVE,58295.0,663.0,1.0,0,1-2,Standard,1,35,1
3256022785,YNH7212,NY,PAS,,37,SDN,TOYOTA,BLUE,2012.0,Expired Muni Meter,MADISON AVE,Manhattan,65.0,,,,,,,0,Medium,2.0,0-5,OTHER,0,NY,Passenger,AVE,58890.0,676.0,1.0,0,1-2,Standard,1,29,1
8184053697,URV1940,NJ,PAS,2013-10-24,46,SDN,FORD,BLACK,,Double Parking,COLUMBUS AVE,Bronx,115.0,10.0,October,4.0,Thursday,3.0,43,0,High,,,OTHER,1,Tri-State,Passenger,AVE,54800.0,650.0,1.0,0,1-2,Safety-Critical,0,33,1
