Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Vehicle Color,Vehicle Year,Violation Description,Street Name,Violation County,Fine Amount
1929916407,YZU1073,NY,COM,03/19/2014,37,SUV,AUDI,WHITE,2008,Expired Muni Meter,HILLSIDE AVE,Manhattan,0
7385224704,KFB0565,MI,PAS,07/03/14,46,sdn,TOYOTA,WHITE,2000,Double Parking,FLATBUSH AVE,Staten Island,115
7194633463,PSQ4751,NJ,PAS,02/14/2014,14,PICK,,BLACK,2003,No Standing - Day/Time Limits,FORDHAM RD,Bronx,115
4527619641,KHE7702,NJ,APP,08/10/13,40,SDN,JEEP,BLUE,2001,Fire Hydrant,JAMAICA AVE,Bronx,115
8905044610,GVV1248,NJ,COM,01/12/14,38,VAN,AUDI,WHITE,2005,Failure to Display Muni Meter Receipt,JAMAICA AVE,Brooklyn,65
6072647985,VTY1643,,PAS,05/11/14,36,SDN,FORD,RED,2013,Exceeding Parking Time Limit,bedford ave,Brooklyn,65
1213934655,PRZ0453,NY,PAS,11/24/2013,20,VAN,LEXUS,RED,2011,No Parking - Day/Time Limits,BROADWAY,Manhattan,65
3416445192,QLP2414,NY,PAS,02-23-2014,37,,HONDA,BLACK,2000,Expired Muni Meter,ATLANTIC AVE,Manhattan,65
6722317166,SUV8331,NY,OMS,05/20/2014,20,SUV,TOYOTA,WHITE,2003,No Parking - Day/Time Limits,BROADWAY,Brooklyn,65
7563042060,HGT4045,NJ,COM,13/09/13,14,SDN,TOYOTA,BROWN,2007,No Standing - Day/Time Limits,MADISON AVE,Queens,115
5214501853,RDC4156,NY,PAS,09/24/2013,14,DELV,,BLACK,2007,No Standing - Day/Time Limits,FORDHAM RD,Brooklyn,115
9132533231,QSE0860,NJ,SRF,05/24/2014,20,SUV,FORD,WHITE,2012,No Parking - Day/Time Limits,,Manhattan,0
5491218283,UNV9451,NY,PAS,12/20/2013,14,SDN,kia,RED,2006,No Standing - Day/Time Limits,MADISON AVE,Manhattan,115
7084334248,HQN6665,CT,APP,02/01/14,37,SUBN,FORD,BLACK,2003,Expired Muni Meter,COLUMBUS AVE,Manhattan,65
2076626635,NHP6755,NJ,PAS,05/20/2014,74,SUV,DODGE,GRAY,2014,Missing Required Equipment,FLATBUSH AVE,Brooklyn,65
5339143600,KXD4598,NY,COM,05/10/14,74,DELV,DODGE,WHITE,2011,Missing Required Equipment,GRAND CONCOURSE,Bronx,65
1888518891,XSH2370,NY,PAS,04/19/2014,40,SUV,KIA,WH,2011,Fire Hydrant,5TH AVE,Queens,115
2452804067,JMB2696,PA,PAS,01/24/2014,19,SUV,BMW,GRAY,2011,No Standing - Bus Stop,ATLANTIC AVE,,115
7016762718,DNB3220,CT,PAS,08/06/13,14,SUV,VOLKSWAGEN,WH,2009,No Standing - Day/Time Limits,HILLSIDE AVE,Brooklyn,115
5889232540,CTB6153,PA,SRF,10/08/13,40,DELV,MAZDA,GRAY,2006,Fire Hydrant,AMSTERDAM AVE,Brooklyn,115
3593052392,WKU3667,NY,PAS,09/21/2013,37,SUBN,FORD,BLACK,2009,Expired Muni Meter,BROADWAY,Manhattan,
7567064362,PGV2783,IL,PAS,12/23/2013,40,SUBN,CHEVROLET,BROWN,,Fire Hydrant,BEDFORD AVE,Bronx,115
8885111529,,NJ,COM,,21,VAN,HYUNDAI,BLACK,2008,No Parking - Street Cleaning,NOSTRAND AVE,Bronx,65
3608683528,XFU1314,NY,PAS,12/08/13,14,TAXI,ford,,2008,No Standing - Day/Time Limits,AMSTERDAM AVE,Manhattan,115
3918101563,DDW7553,NY,PAS,12/10/13,37,DELV,AUDI,WHITE,2004,Expired Muni Meter,FORDHAM RD,Brooklyn,65
1757481506,JGS8371,NJ,OMT,05/31/2014,14,PICK,TOYOTA,ORANGE,2011,No Standing - Day/Time Limits,PARK AVE,Brooklyn,115
8275338348,TPX3463,NY,PAS,11/27/2013,46,SUV,BMW,WHITE,,Double Parking,FLATBUSH AVE,Queens,115
8645780953,JNZ9747,TX,PAS,06/29/2014,38,sdn,TOYOTA,BLUE,,Failure to Display Muni Meter Receipt,RICHMOND AVE,Bronx,65
4338996827,VFR6691,CT,PAS,11/14/2013,37,sdn,FORD,SILVER,2007,Expired Muni Meter,NOSTRAND AVE,Queens,65
2115438431,MYP0901,NY,SRF,05/06/14,19,DELV,HONDA,WHITE,,No Standing - Bus Stop,PARK AVE,Brooklyn,115
9699023942,WAC8779,CA,PAS,05/27/2014,14,DELV,LEXUS,WHITE,2008,No Standing - Day/Time Limits,,Manhattan,0
4315727014,UXR4998,ny,PAS,01/19/2014,21,SUBN,HONDA,yellow,2008,No Parking - Street Cleaning,MADISON AVE,Manhattan,65
3036954255,BVQ2649,NY,PAS,11/16/2013,40,SDN,JEEP,RED,1998,Fire Hydrant,AMSTERDAM AVE,Manhattan,115
7776215031,RCZ2149,CT,PAS,02/13/2014,14,SUV,JEEP,RED,2000,No Standing - Day/Time Limits,JAMAICA AVE,Manhattan,115
4187740647,FXY1351,NJ,TRC,01/02/14,37,,BMW,GRAY,2010,Expired Muni Meter,5TH AVE,Queens,65
8961814614,YKG3931,NY,OMT,04/27/2014,21,SDN,HONDA,black,2000,No Parking - Street Cleaning,LEXINGTON AVE,Queens,65
5332911486,EEJ7791,NY,PAS,03/24/2014,40,SUBN,HONDA,RED,2013,Fire Hydrant,FLATBUSH AVE,Manhattan,115
6676525272,PGE0418,NY,PAS,02/16/2014,37,SUBN,CHEVROLET,SILVER,2006,Expired Muni Meter,BROADWAY,Bronx,65
2933731041,ZQB4601,NJ,PAS,01/28/2014,38,SDN,TOYOTA,RED,2009,Failure to Display Muni Meter Receipt,BEDFORD AVE,Manhattan,65
8459264626,RDV6649,NJ,PAS,09/24/2013,37,TAXI,BMW,BLACK,2002,Expired Muni Meter,COLUMBUS AVE,Brooklyn,65
9082423578,VJU3668,NJ,PAS,10/03/13,71,SDN,VOLVO,BK,2004,Inspection Sticker Expired,5TH AVE,Manhattan,65
6750965191,MER1110,NJ,PAS,07/12/13,71,PICK,HONDA,WHITE,,Inspection Sticker Expired,FULTON ST,Brooklyn,65
2093889745,NJC9005,NY,,09/03/13,38,SUBN,MERCEDES,WHITE,2004,Failure to Display Muni Meter Receipt,LEXINGTON AVE,Manhattan,65
9920537307,RDW4670,NJ,COM,10/29/2013,14,SDN,VOLVO,,2010,No Standing - Day/Time Limits,BROADWAY,Brooklyn,115
1118632377,LNN2335,NY,PAS,06/04/14,36,DELV,VOLKSWAGEN,SILVER,2003,Exceeding Parking Time Limit,COLUMBUS AVE,Brooklyn,65
7558280812,JEC8418,NY,PAS,06/11/13,46,DELV,VOLKSWAGEN,BLACK,2006,Double Parking,FULTON ST,Staten Island,115
6072045757,RXS4909,NJ,OMT,06/24/2014,40,DELV,LEXUS,BLUE,1998,Fire Hydrant,5TH AVE,Manhattan,115
4596147581,BGW8106,NY,PAS,08/10/13,40,SUBN,FORD,GRAY,2010,Fire Hydrant,BEDFORD AVE,Manhattan,0
1885802856,XUE5054,NY,PAS,10/16/2013,38,,SUBARU,WHITE,9999,Failure to Display Muni Meter Receipt,HILLSIDE AVE,Manhattan,65
9846070530,BDG5916,NY,COM,09/24/2013,19,PICK,MAZDA,RED,2011,No Standing - Bus Stop,COLUMBUS AVE,Queens,115
1756187935,MDQ3958,NY,PAS,01/20/2014,21,,BMW,BLACK,1999,No Parking - Street Cleaning,HILLSIDE AVE,Manhattan,65
5927294039,EYA5282,NY,OMT,08/22/2013,21,SDN,,WHITE,2010,No Parking - Street Cleaning,AMSTERDAM AVE,Bronx,65
1443616223,NNG1632,NY,COM,08/18/2013,74,SDN,CHEVROLET,BLACK,2014,Missing Required Equipment,LEXINGTON AVE,,65
4270947149,RKE0624,NY,PAS,08/02/13,19,PICK,FORD,GRAY,2000,No Standing - Bus Stop,BROADWAY,Brooklyn,115
8885201792,,ny,PAS,02/28/2014,40,SUBN,HONDA,WHITE,2003,Fire Hydrant,COLUMBUS AVE,Queens,115
8860358355,BBJ2610,NY,PAS,04/07/14,14,SDN,NISSAN,BROWN,2006,No Standing - Day/Time Limits,BROADWAY,Manhattan,115
7399912515,TUF9903,NY,COM,07/28/2013,38,SDN,MERCEDES,,2002,Failure to Display Muni Meter Receipt,ATLANTIC AVE,Manhattan,65
3605959759,KMJ8923,CT,COM,07/14/2013,14,SUV,CHEVROLET,BLACK,9999,No Standing - Day/Time Limits,LEXINGTON AVE,Brooklyn,115
9455553667,JDL0223,NY,PAS,01/20/2014,74,DELV,toyota,RED,2010,Missing Required Equipment,5TH AVE,Queens,65
5752844974,XTA8510,NJ,COM,03/26/2014,21,DELV,JEEP,BLUE,2005,No Parking - Street Cleaning,FORDHAM RD,manhattan,65
1706013949,NEP5969,NY,OMS,08/12/13,21,DELV,HONDA,SILVER,2011,No Parking - Street Cleaning,5TH AVE,Manhattan,65
8642627217,GBU4429,NY,PAS,08/23/2013,40,van,TOYOTA,BLACK,2001,Fire Hydrant,FULTON ST,Staten Island,
2597508443,WHR5001,NY,PAS,11/12/13,40,SDN,NISSAN,WHITE,2004,Fire Hydrant,AMSTERDAM AVE,Manhattan,115
6535998610,TQY3918,NY,COM,05/13/2014,21,VAN,CHEVROLET,GREEN,2002,No Parking - Street Cleaning,FULTON ST,Bronx,65
3377088151,JUV1470,NY,PAS,09/18/2013,21,SUV,,BLACK,2000,No Parking - Street Cleaning,AMSTERDAM AVE,Bronx,65
5434046660,YYT0895,NY,PAS,08/13/2013,37,VAN,FORD,WHITE,2002,Expired Muni Meter,COLUMBUS AVE,Manhattan,65
3485002985,GVD8702,NY,COM,06/01/14,21,SUV,,SILVER,2006,No Parking - Street Cleaning,NOSTRAND AVE,Manhattan,65
1769534424,QAZ0114,CT,,01/16/2014,19,SUV,NISSAN,WHITE,2008,No Standing - Bus Stop,,Manhattan,115
3360484174,GPU8634,NY,PAS,12/06/13,14,SDN,FORD,wh,2001,No Standing - Day/Time Limits,AMSTERDAM AVE,Queens,115
2143067209,WRR4291,NY,PAS,10/26/2013,38,PICK,HONDA,GREEN,2009,Failure to Display Muni Meter Receipt,GRAND CONCOURSE,Queens,65
8209567608,ADW9457,PA,,11/04/13,40,SUV,NISSAN,SILVER,2005,Fire Hydrant,GRAND CONCOURSE,Bronx,115
6448757098,RTS1349,NY,PAS,11/23/2013,40,SUBN,SUBARU,GREEN,2010,Fire Hydrant,BROADWAY,Bronx,115
4559777402,NEH8445,NY,com,02/12/14,46,SDN,NISSAN,GRAY,9999,Double Parking,,Queens,
5555027660,HMN7270,NY,PAS,05-17-2014,46,SUV,JEEP,BLUE,2003,Double Parking,5TH AVE,Manhattan,115
3346629194,WSC8107,NY,PAS,09/03/13,37,PICK,BMW,SILVER,2005,Expired Muni Meter,FLATBUSH AVE,Manhattan,65
4729541444,FUR1873,NY,PAS,06/09/13,37,SDN,HYUNDAI,WHITE,2001,Expired Muni Meter,BROADWAY,Bronx,65
7230180559,WTK1781,MA,PAS,03/27/2014,38,SDN,DODGE,YELLOW,1998,Failure to Display Muni Meter Receipt,LEXINGTON AVE,Manhattan,65
4261912630,AFW2598,FL,PAS,09/26/2013,20,SDN,AUDI,GREEN,1998,No Parking - Day/Time Limits,RICHMOND AVE,Manhattan,65
4958203860,PQT5708,NY,PAS,07/15/2013,19,SUBN,DODGE,,1998,No Standing - Bus Stop,FORDHAM RD,Queens,115
5640218557,HNN1968,NY,PAS,07/18/2013,46,SUBN,CHEVROLET,RED,2012,Double Parking,FORDHAM RD,Brooklyn,115
4967909438,,NY,PAS,06/05/14,36,SDN,DODGE,gray,2001,Exceeding Parking Time Limit,ATLANTIC AVE,Bronx,65
4343771107,DBY2295,NY,COM,12/30/2013,71,VAN,NISSAN,BLACK,2000,Inspection Sticker Expired,BROADWAY,Queens,65
9109638107,BBA9639,CT,PAS,12/14/2013,21,PICK,VOLKSWAGEN,WHITE,1998,No Parking - Street Cleaning,BEDFORD AVE,Manhattan,
3943130161,FBS0345,NY,pas,03/01/14,14,SDN,TOYOTA,WHITE,2007,No Standing - Day/Time Limits,FULTON ST,Bronx,
5043120297,QWR6663,NY,PAS,02/25/2014,46,VAN,NISSAN,BLACK,2006,Double Parking,PARK AVE,Manhattan,115
1851625498,JXE0570,NY,PAS,04/03/14,37,SUBN,VOLKSWAGEN,SILVER,2008,Expired Muni Meter,BEDFORD AVE,Brooklyn,65
6088461006,HPH2424,CA,PAS,,46,SUV,HONDA,RED,1999,Double Parking,LEXINGTON AVE,Brooklyn,115
8881826467,EHV3051,NY,PAS,04/07/14,71,SUBN,NISSAN,black,2003,Inspection Sticker Expired,FLATBUSH AVE,,65
6083264777,BQN8819,TX,PAS,13/02/14,40,SDN,LEXUS,,9999,Fire Hydrant,FORDHAM RD,Brooklyn,115
9232680680,KQS5802,NJ,PAS,09/08/13,40,DELV,FORD,BLACK,2001,Fire Hydrant,ATLANTIC AVE,Manhattan,115
8766760796,XGG7812,NY,PAS,06/23/2014,21,SDN,CHEVROLET,RED,2005,No Parking - Street Cleaning,FLATBUSH AVE,Brooklyn,65
7200220223,TVN8787,NY,PAS,04/03/14,46,SUBN,MERCEDES,BK,2010,Double Parking,FULTON ST,Brooklyn,115
5204291609,JQK5031,NY,OMT,09/29/2013,38,SUV,BMW,RED,1998,Failure to Display Muni Meter Receipt,FULTON ST,Bronx,65
9612824095,RGF9174,NY,com,04/29/2014,14,PICK,TOYOTA,WHITE,1999,No Standing - Day/Time Limits,BROADWAY,Bronx,115
3417300559,LPJ7050,NJ,PAS,05/02/14,46,SUV,TOYOTA,GRAY,,Double Parking,MADISON AVE,Manhattan,115
8479397526,FHT5841,NJ,PAS,02/19/2014,21,DELV,TOYOTA,BLUE,2013,No Parking - Street Cleaning,GRAND CONCOURSE,Brooklyn,65
6691245684,RMD5959,NY,OMS,05/20/2014,21,PICK,HONDA,SILVER,2008,No Parking - Street Cleaning,,Brooklyn,65
1261415673,VPX3937,NY,PAS,05/22/2014,38,SUV,HONDA,ORANGE,2000,Failure to Display Muni Meter Receipt,PARK AVE,Manhattan,65
9078732141,LGD9697,CT,APP,04-15-2014,14,PICK,AUDI,WHITE,2009,No Standing - Day/Time Limits,ATLANTIC AVE,Bronx,115
2396079090,KRQ1094,MA,pas,02/08/14,38,VAN,MERCEDES,BLACK,2003,Failure to Display Muni Meter Receipt,PARK AVE,queens,65
3597215154,LNC5561,CA,PAS,03/26/2014,71,SDN,AUDI,BLACK,2000,Inspection Sticker Expired,GRAND CONCOURSE,Manhattan,
5841375446,QEK9303,NY,IRP,24/05/14,74,SDN,TOYOTA,BLUE,2001,Missing Required Equipment,RICHMOND AVE,Brooklyn,65
4009545166,GTK9662,NY,PAS,,21,DELV,BMW,SILVER,2006,No Parking - Street Cleaning,5TH AVE,Manhattan,-65
3118519630,RCC9880,NY,PAS,,20,SUV,,WHITE,2008,No Parking - Day/Time Limits,AMSTERDAM AVE,Queens,65
1373690685,,NY,PAS,12/06/13,37,SUV,VOLKSWAGEN,BLACK,2014,Expired Muni Meter,5TH AVE,Manhattan,65
2664801050,ACW6606,NJ,COM,12/25/2013,37,PICK,HYUNDAI,SILVER,1998,Expired Muni Meter,AMSTERDAM AVE,Staten Island,65
5500086353,,NY,PAS,03/04/14,71,PICK,VOLKSWAGEN,WH,2003,Inspection Sticker Expired,FORDHAM RD,Bronx,
2843563009,MRG2089,NJ,PAS,04/03/14,40,SDN,TOYOTA,,2002,Fire Hydrant,PARK AVE,Brooklyn,115
7097914256,ECW4022,PA,PAS,10/25/2013,40,SUV,HYUNDAI,WHITE,1999,Fire Hydrant,RICHMOND AVE,Queens,115
6032178997,RZM6204,NY,pas,08/15/2013,46,PICK,BMW,GRAY,2014,Double Parking,AMSTERDAM AVE,,115
4706611053,FTL1967,CA,PAS,02/12/14,37,DELV,LEXUS,BLACK,2008,Expired Muni Meter,AMSTERDAM AVE,Queens,65
6599445068,VXR6708,NY,PAS,12/05/13,40,VAN,BMW,SILVER,2000,Fire Hydrant,MADISON AVE,,115
5197173007,QQN4919,NY,COM,01/04/14,21,SDN,,GRAY,2010,No Parking - Street Cleaning,NOSTRAND AVE,Brooklyn,65
7820889546,CWL5497,PA,APP,01/28/2014,37,SUBN,TOYOTA,RED,2006,Expired Muni Meter,HILLSIDE AVE,Bronx,65
7813467952,LMJ9870,MA,PAS,11/11/13,40,SUBN,NISSAN,BROWN,2013,Fire Hydrant,FULTON ST,Queens,115
5395447722,UKQ6524,CT,PAS,09/18/2013,21,SDN,FORD,BLACK,2005,No Parking - Street Cleaning,BEDFORD AVE,Queens,65
4104342076,KCV7064,PA,PAS,12/03/13,21,VAN,TOYOTA,BLUE,9999,No Parking - Street Cleaning,NOSTRAND AVE,Bronx,65
7640584556,YFU5078,FL,PAS,07/06/13,40,SUV,TOYOTA,YELLOW,2009,Fire Hydrant,FLATBUSH AVE,Bronx,115
5306946888,MTH1952,NY,OMT,07/01/13,46,SUBN,,BLACK,2007,Double Parking,BROADWAY,Bronx,115
8508391753,THY4443,nj,PAS,03/25/2014,14,SUV,FORD,WHITE,1999,No Standing - Day/Time Limits,FULTON ST,Manhattan,115
9562950640,VDX5383,NY,PAS,09/08/13,21,SDN,,BLUE,2007,No Parking - Street Cleaning,PARK AVE,Brooklyn,65
8531385585,LMC5029,NY,PAS,12/24/2013,21,SUBN,VOLVO,RED,2012,No Parking - Street Cleaning,FULTON ST,Queens,65
1093202500,DAT9632,NJ,PAS,11/24/2013,40,SUV,MAZDA,BLACK,2007,Fire Hydrant,GRAND CONCOURSE,Queens,115
9781468007,FSQ3551,CT,COM,02/26/2014,38,SDN,SUBARU,GRAY,2013,Failure to Display Muni Meter Receipt,MADISON AVE,Queens,65
9633870211,,NY,SRF,03/31/2014,21,SDN,SUBARU,silver,2007,No Parking - Street Cleaning,NOSTRAND AVE,Manhattan,65
4626852472,PPR6976,NY,PAS,07/05/13,46,SUBN,FORD,WHITE,9999,Double Parking,PARK AVE,Bronx,115
3555599455,UVG1290,va,COM,06/18/2014,21,SDN,HONDA,RED,2001,No Parking - Street Cleaning,BROADWAY,Queens,65
1712552060,MUB3857,NY,PAS,03/09/14,40,SDN,NISSAN,RED,2001,Fire Hydrant,PARK AVE,Manhattan,115
4314199633,LXY5758,NC,PAS,03/02/14,21,TAXI,BMW,brown,2007,No Parking - Street Cleaning,nostrand ave,Brooklyn,65
9178126050,,,PAS,12/01/13,21,SDN,TOYOTA,SILVER,2000,No Parking - Street Cleaning,BEDFORD AVE,Manhattan,65
9351548768,EZY8065,NJ,PAS,07/05/13,38,SUV,HYUNDAI,SILVER,2007,Failure to Display Muni Meter Receipt,BROADWAY,Brooklyn,65
5434873419,TWJ4213,NY,PAS,02/06/14,20,SDN,MERCEDES,SILVER,2009,No Parking - Day/Time Limits,BEDFORD AVE,Manhattan,65
9738518055,UEE2059,NY,PAS,11/27/2013,71,TAXI,VOLKSWAGEN,BLACK,,Inspection Sticker Expired,COLUMBUS AVE,Brooklyn,65
1967100189,CQD7144,NY,OMT,05/02/14,21,SUV,MERCEDES,BLUE,2000,No Parking - Street Cleaning,FLATBUSH AVE,Brooklyn,65
4860111577,EJQ0872,NJ,PAS,10/27/2013,21,,MERCEDES,RED,2014,No Parking - Street Cleaning,FORDHAM RD,Queens,65
1826474162,JZL2911,ny,PAS,07/04/13,40,VAN,CHEVROLET,GREEN,2001,Fire Hydrant,5TH AVE,Queens,115
1886008703,UQF6709,PA,PAS,04/07/14,37,VAN,CHEVROLET,BLUE,2014,Expired Muni Meter,AMSTERDAM AVE,Bronx,65
1720578321,MNE3602,NJ,TRC,01/08/14,40,PICK,VOLVO,SILVER,2005,Fire Hydrant,5TH AVE,,115
2535540532,ANH0896,NY,PAS,10/05/13,14,VAN,TOYOTA,WHITE,2010,No Standing - Day/Time Limits,JAMAICA AVE,Manhattan,115
1174964107,ETN0470,CT,PAS,01/27/2014,40,SDN,CHEVROLET,BROWN,2007,Fire Hydrant,RICHMOND AVE,Bronx,115
8772119132,DYN0347,NY,OMS,04/14/2014,21,SUBN,NISSAN,BLACK,2003,No Parking - Street Cleaning,BROADWAY,Manhattan,65
8753964973,HXL8124,ny,PAS,02/09/14,98,SUV,CHEVROLET,ORANGE,2011,Blocking Intersection,FORDHAM RD,Staten Island,115
5180830447,XAL7191,NY,pas,01/19/2014,46,VAN,FORD,gray,2013,Double Parking,MADISON AVE,Bronx,
6745139935,FKT9791,ny,PAS,11/05/13,71,SUBN,FORD,WHITE,2009,Inspection Sticker Expired,BEDFORD AVE,Brooklyn,65
4854570434,KUF5224,PA,PAS,09/22/2013,38,VAN,HONDA,BROWN,2002,Failure to Display Muni Meter Receipt,park ave,Staten Island,65
7701274877,CGQ3544,NJ,PAS,05/27/2014,20,SDN,FORD,BLUE,2000,No Parking - Day/Time Limits,5TH AVE,manhattan,65
4331884611,ZQR3201,NJ,COM,01/16/2014,21,SUV,VOLKSWAGEN,BLUE,1998,No Parking - Street Cleaning,GRAND CONCOURSE,Brooklyn,65
5991616188,SKP0663,NJ,PAS,01/10/14,38,SUV,BMW,WHITE,1999,Failure to Display Muni Meter Receipt,BROADWAY,Queens,65
4649871299,CXB5109,NJ,OMT,10/21/2013,21,COMO,HONDA,GREEN,1999,No Parking - Street Cleaning,FULTON ST,brooklyn,65
2832897650,MNH4772,NJ,PAS,11/12/13,14,SDN,CHEVROLET,SILVER,2009,No Standing - Day/Time Limits,AMSTERDAM AVE,Bronx,115
3308131068,,PA,PAS,08/10/13,46,DELV,TOYOTA,GRAY,1999,Double Parking,BEDFORD AVE,Manhattan,-115
3770724107,EAM7125,NY,PAS,02/02/14,71,SDN,DODGE,BROWN,2002,Inspection Sticker Expired,PARK AVE,Brooklyn,65
1525913802,LCK3442,PA,PAS,05/17/2014,38,SDN,CHEVROLET,RED,2006,Failure to Display Muni Meter Receipt,BEDFORD AVE,Queens,65
8682236820,PHP8466,CT,PAS,10/31/2013,38,,,WHITE,2009,Failure to Display Muni Meter Receipt,HILLSIDE AVE,Queens,65
8527611302,RSU1012,NY,TRC,03/22/2014,21,VAN,FORD,GRAY,1999,No Parking - Street Cleaning,FLATBUSH AVE,,65
1388547958,XWY0820,NY,PAS,10/05/14,14,VAN,LEXUS,SILVER,2000,No Standing - Day/Time Limits,FORDHAM RD,,115
5542066249,HPA3670,PA,PAS,06/21/2014,21,SUBN,HONDA,BROWN,2006,No Parking - Street Cleaning,HILLSIDE AVE,Bronx,65
8645367105,YBG5961,PA,PAS,06/16/2014,37,VAN,TOYOTA,black,9999,Expired Muni Meter,AMSTERDAM AVE,Manhattan,65
6982124095,SYM8991,NY,PAS,11/17/2013,98,SDN,toyota,BLUE,,Blocking Intersection,HILLSIDE AVE,Bronx,115
3640494685,LWZ4938,NY,PAS,11/23/2013,40,SUBN,MERCEDES,BLUE,2012,Fire Hydrant,RICHMOND AVE,Queens,115
5086141034,RBE0578,NY,PAS,05/29/2014,21,SUBN,FORD,WHITE,2010,No Parking - Street Cleaning,ATLANTIC AVE,Queens,65
1506395539,TCY7891,NY,PAS,03/30/2014,20,SUBN,CHEVROLET,WHITE,2004,No Parking - Day/Time Limits,JAMAICA AVE,Queens,65
7427044790,WTL8189,NY,OMT,11/15/2013,74,SUBN,JEEP,SILVER,2012,Missing Required Equipment,FULTON ST,Manhattan,65
1850781136,ZZS9094,NY,PAS,01/28/2014,46,SDN,HONDA,BLUE,2001,Double Parking,FORDHAM RD,Queens,115
7361371066,GVR5072,NY,PAS,10/05/13,21,PICK,FORD,SILVER,2005,No Parking - Street Cleaning,BEDFORD AVE,Bronx,65
6891386279,NPB7245,NY,COM,08/05/13,83,BUS,LEXUS,BLUE,2010,Improper Registration,PARK AVE,Brooklyn,65
1687422880,KQC5665,PA,PAS,10/02/13,71,VAN,BMW,SILVER,2000,Inspection Sticker Expired,BEDFORD AVE,Staten Island,65
4893020391,MKD1284,NY,PAS,09/08/13,21,SUV,LEXUS,RED,2000,No Parking - Street Cleaning,PARK AVE,Brooklyn,-65
2648970144,TPD7323,NJ,PAS,11/26/2013,19,SUBN,CHEVROLET,,2009,No Standing - Bus Stop,atlantic ave,Manhattan,115
9018550283,LFW3243,NJ,,26/08/13,20,SDN,CHEVROLET,WHITE,2003,No Parking - Day/Time Limits,FLATBUSH AVE,Brooklyn,65
3752718584,NDH9164,PA,PAS,05/23/2014,14,SUV,HONDA,RED,2013,No Standing - Day/Time Limits,PARK AVE,Staten Island,115
3432485696,XPJ3469,NY,OMT,02/19/2014,20,,KIA,BLUE,2004,No Parking - Day/Time Limits,AMSTERDAM AVE,Brooklyn,65
9167683678,BPP3265,NY,PAS,13/05/14,71,SUBN,DODGE,SILVER,2013,Inspection Sticker Expired,PARK AVE,Bronx,65
1568821556,JLL0483,TX,COM,02/17/2014,38,SUBN,INFINITI,SILVER,1998,Failure to Display Muni Meter Receipt,FLATBUSH AVE,Bronx,65
6993726567,HDE9939,PA,OMS,11/17/2013,21,TAXI,,SILVER,2011,No Parking - Street Cleaning,BROADWAY,Brooklyn,65
9916410186,NZU1908,NJ,COM,06-24-2014,98,PICK,JEEP,WHITE,2004,Blocking Intersection,AMSTERDAM AVE,Manhattan,115
1983891158,TBK0261,NY,PAS,05/15/2014,21,SUBN,CHEVROLET,RED,2014,No Parking - Street Cleaning,BROADWAY,Queens,65
7363499049,SVS7254,NY,PAS,03/09/14,37,SDN,CHEVROLET,GRAY,2010,Expired Muni Meter,HILLSIDE AVE,Brooklyn,
2721346755,RUU7222,NY,OMT,,38,SDN,LEXUS,SILVER,2008,Failure to Display Muni Meter Receipt,,Bronx,65
9350078367,AUP0708,NY,PAS,12/12/13,40,DELV,HONDA,SILVER,2005,Fire Hydrant,GRAND CONCOURSE,Brooklyn,115
6472086746,RBZ9966,NY,PAS,07/10/13,21,PICK,HONDA,BLUE,2009,No Parking - Street Cleaning,5TH AVE,,65
2367955354,GVV0411,NY,PAS,09/16/2013,74,SUV,FORD,BLACK,2013,Missing Required Equipment,MADISON AVE,Bronx,65
9236929261,YXG5100,NY,COM,07/26/2013,14,SDN,JEEP,BLACK,2003,No Standing - Day/Time Limits,HILLSIDE AVE,Brooklyn,115
6376760111,UUV6205,CT,COM,03/31/2014,38,SUBN,CHEVROLET,gray,1999,Failure to Display Muni Meter Receipt,NOSTRAND AVE,Brooklyn,65
4889978691,ESY2931,NJ,OMT,07/12/13,20,SUV,FORD,BLUE,,No Parking - Day/Time Limits,AMSTERDAM AVE,Brooklyn,65
4011714914,NHS9688,NY,COM,10/04/13,37,SDN,CADILLAC,GRAY,2010,Expired Muni Meter,HILLSIDE AVE,Brooklyn,65
2828468280,LSP4128,GA,OMT,08/22/2013,20,PICK,chevrolet,WHITE,2006,No Parking - Day/Time Limits,BROADWAY,Brooklyn,65
4291888618,HPL8692,CT,PAS,11/22/2013,40,SDN,HONDA,,2009,Fire Hydrant,FLATBUSH AVE,Bronx,115
1113600611,XLJ9785,NY,COM,11/15/2013,14,VAN,NISSAN,GRAY,2002,No Standing - Day/Time Limits,COLUMBUS AVE,,115
6448508300,LMJ4987,NY,APP,09/03/13,74,SUV,JEEP,white,2014,Missing Required Equipment,NOSTRAND AVE,Brooklyn,65
4756206293,XFJ7085,NY,COM,02/10/14,20,DELV,TOYOTA,RED,2006,No Parking - Day/Time Limits,FULTON ST,Queens,65
2161711840,MJM8794,NJ,PAS,,40,VAN,NISSAN,RED,2002,Fire Hydrant,AMSTERDAM AVE,Manhattan,115
1820561513,Aug-33,NY,SRF,10/28/2013,98,SDN,TOYOTA,GRAY,2003,Blocking Intersection,AMSTERDAM AVE,Manhattan,115
4028598526,BGP7224,NY,PAS,08/16/2013,71,SUV,BMW,silver,2013,Inspection Sticker Expired,JAMAICA AVE,Bronx,65
